Provincia,Muertes Maternas,Muertes Infantiles,Condicion,Numero,Year
Barahona,0,2,maternainfantil,22,2018
Dajabón,0,1,maternainfantil,22,2018
Distrito Nacional,0,2,maternainfantil,22,2018
Duarte,0,0,maternainfantil,22,2018
El Seibo,0,0,maternainfantil,22,2018
Elías Piña,0,1,maternainfantil,22,2018
Espaillat,0,0,maternainfantil,22,2018
Extranjera,0,0,maternainfantil,22,2018
Hato Mayor,0,0,maternainfantil,22,2018
Hermanas Mirabal,0,0,maternainfantil,22,2018
Independencia,0,0,maternainfantil,22,2018
La Altagracia,0,0,maternainfantil,22,2018
La Romana,1,3,maternainfantil,22,2018
La Vega,0,1,maternainfantil,22,2018
María Trinidad Sánchez,0,2,maternainfantil,22,2018
Monseñor Nouel,0,0,maternainfantil,22,2018
Monte Cristi,0,1,maternainfantil,22,2018
Monte Plata,0,1,maternainfantil,22,2018
Pedernales,0,0,maternainfantil,22,2018
Peravia,0,1,maternainfantil,22,2018
Puerto Plata,0,1,maternainfantil,22,2018
Samaná,0,1,maternainfantil,22,2018
San Cristóbal,1,1,maternainfantil,22,2018
San José de Ocoa,0,1,maternainfantil,22,2018
San Juan,0,1,maternainfantil,22,2018
San Pedro de Macorís,0,1,maternainfantil,22,2018
Santiago,0,6,maternainfantil,22,2018
Santiago Rodríguez,0,0,maternainfantil,22,2018
Santo Domingo,1,7,maternainfantil,22,2018
Sánchez Ramírez,0,2,maternainfantil,22,2018
Valverde,0,0,maternainfantil,22,2018
Azua,0,0,maternainfantil,23,2018
Baoruco,0,0,maternainfantil,23,2018
Barahona,0,0,maternainfantil,23,2018
Dajabón,0,0,maternainfantil,23,2018
Distrito Nacional,0,2,maternainfantil,23,2018
Duarte,0,2,maternainfantil,23,2018
El Seibo,0,0,maternainfantil,23,2018
Elías Piña,0,0,maternainfantil,23,2018
Espaillat,0,1,maternainfantil,23,2018
Extranjera,0,0,maternainfantil,23,2018
Hato Mayor,0,0,maternainfantil,23,2018
Hermanas Mirabal,0,1,maternainfantil,23,2018
Independencia,0,0,maternainfantil,23,2018
La Altagracia,1,0,maternainfantil,23,2018
La Romana,0,0,maternainfantil,23,2018
La Vega,1,3,maternainfantil,23,2018
María Trinidad Sánchez,0,0,maternainfantil,23,2018
Monseñor Nouel,0,2,maternainfantil,23,2018
Monte Cristi,0,4,maternainfantil,23,2018
Monte Plata,0,0,maternainfantil,23,2018
Pedernales,0,1,maternainfantil,23,2018
Peravia,0,1,maternainfantil,23,2018
Puerto Plata,0,0,maternainfantil,23,2018
Samaná,0,0,maternainfantil,23,2018
San Cristóbal,0,1,maternainfantil,23,2018
San José de Ocoa,0,1,maternainfantil,23,2018
San Juan,0,2,maternainfantil,23,2018
San Pedro de Macorís,0,1,maternainfantil,23,2018
Santiago,0,9,maternainfantil,23,2018
Santiago Rodríguez,0,2,maternainfantil,23,2018
Santo Domingo,1,10,maternainfantil,23,2018
Sánchez Ramírez,0,1,maternainfantil,23,2018
Valverde,0,3,maternainfantil,23,2018
Azua,0,0,maternainfantil,24,2018
Baoruco,0,0,maternainfantil,24,2018
Barahona,0,0,maternainfantil,24,2018
Dajabón,0,0,maternainfantil,24,2018
Distrito Nacional,0,3,maternainfantil,24,2018
Duarte,0,2,maternainfantil,24,2018
El Seibo,0,1,maternainfantil,24,2018
Elías Piña,0,2,maternainfantil,24,2018
Espaillat,0,0,maternainfantil,24,2018
Extranjera,0,0,maternainfantil,24,2018
Hato Mayor,0,0,maternainfantil,24,2018
Hermanas Mirabal,0,0,maternainfantil,24,2018
Independencia,0,1,maternainfantil,24,2018
La Altagracia,0,1,maternainfantil,24,2018
La Romana,0,7,maternainfantil,24,2018
La Vega,0,2,maternainfantil,24,2018
María Trinidad Sánchez,0,0,maternainfantil,24,2018
Monseñor Nouel,0,1,maternainfantil,24,2018
Monte Cristi,0,0,maternainfantil,24,2018
Monte Plata,0,1,maternainfantil,24,2018
Pedernales,0,0,maternainfantil,24,2018
Peravia,0,1,maternainfantil,24,2018
Puerto Plata,0,1,maternainfantil,24,2018
Samaná,0,2,maternainfantil,24,2018
San Cristóbal,0,1,maternainfantil,24,2018
San José de Ocoa,0,0,maternainfantil,24,2018
San Juan,0,0,maternainfantil,24,2018
San Pedro de Macorís,0,0,maternainfantil,24,2018
Santiago,0,10,maternainfantil,24,2018
Santiago Rodríguez,0,0,maternainfantil,24,2018
Santo Domingo,1,16,maternainfantil,24,2018
Sánchez Ramírez,0,0,maternainfantil,24,2018
Valverde,0,3,maternainfantil,24,2018
Azua,0,2,maternainfantil,25,2018
Baoruco,0,0,maternainfantil,25,2018
Barahona,0,0,maternainfantil,25,2018
Dajabón,0,0,maternainfantil,25,2018
Distrito Nacional,0,1,maternainfantil,25,2018
Duarte,1,0,maternainfantil,25,2018
El Seibo,0,0,maternainfantil,25,2018
Elías Piña,0,0,maternainfantil,25,2018
Espaillat,0,0,maternainfantil,25,2018
Extranjera,0,0,maternainfantil,25,2018
Hato Mayor,0,0,maternainfantil,25,2018
Hermanas Mirabal,0,0,maternainfantil,25,2018
Independencia,0,0,maternainfantil,25,2018
La Altagracia,0,0,maternainfantil,25,2018
La Romana,0,2,maternainfantil,25,2018
La Vega,0,2,maternainfantil,25,2018
María Trinidad Sánchez,0,1,maternainfantil,25,2018
Monseñor Nouel,0,0,maternainfantil,25,2018
Monte Cristi,0,1,maternainfantil,25,2018
Monte Plata,0,0,maternainfantil,25,2018
Pedernales,0,1,maternainfantil,25,2018
Peravia,1,1,maternainfantil,25,2018
Puerto Plata,0,2,maternainfantil,25,2018
Samaná,0,0,maternainfantil,25,2018
San Cristóbal,1,5,maternainfantil,25,2018
San José de Ocoa,0,0,maternainfantil,25,2018
San Juan,0,4,maternainfantil,25,2018
San Pedro de Macorís,0,1,maternainfantil,25,2018
Santiago,0,5,maternainfantil,25,2018
Santiago Rodríguez,0,0,maternainfantil,25,2018
Santo Domingo,2,16,maternainfantil,25,2018
Sánchez Ramírez,0,1,maternainfantil,25,2018
Valverde,0,2,maternainfantil,25,2018
Azua,1,2,maternainfantil,26,2018
Baoruco,0,0,maternainfantil,26,2018
Barahona,0,4,maternainfantil,26,2018
Dajabón,0,1,maternainfantil,26,2018
Distrito Nacional,0,2,maternainfantil,26,2018
Duarte,0,1,maternainfantil,26,2018
El Seibo,0,0,maternainfantil,26,2018
Elías Piña,0,0,maternainfantil,26,2018
Espaillat,1,1,maternainfantil,26,2018
Extranjera,0,0,maternainfantil,26,2018
Hato Mayor,0,0,maternainfantil,26,2018
Hermanas Mirabal,0,1,maternainfantil,26,2018
Independencia,0,0,maternainfantil,26,2018
La Altagracia,0,0,maternainfantil,26,2018
La Romana,0,5,maternainfantil,26,2018
La Vega,0,5,maternainfantil,26,2018
María Trinidad Sánchez,0,0,maternainfantil,26,2018
Monseñor Nouel,0,1,maternainfantil,26,2018
Monte Cristi,0,2,maternainfantil,26,2018
Monte Plata,0,0,maternainfantil,26,2018
Pedernales,0,0,maternainfantil,26,2018
Peravia,0,1,maternainfantil,26,2018
Puerto Plata,0,1,maternainfantil,26,2018
Samaná,0,1,maternainfantil,26,2018
San Cristóbal,0,6,maternainfantil,26,2018
San José de Ocoa,0,0,maternainfantil,26,2018
San Juan,0,1,maternainfantil,26,2018
San Pedro de Macorís,0,0,maternainfantil,26,2018
Santiago,0,3,maternainfantil,26,2018
Santiago Rodríguez,0,0,maternainfantil,26,2018
Santo Domingo,1,14,maternainfantil,26,2018
Sánchez Ramírez,0,0,maternainfantil,26,2018
Valverde,0,1,maternainfantil,26,2018
Azua,1,1,maternainfantil,27,2018
Baoruco,0,0,maternainfantil,27,2018
Barahona,0,1,maternainfantil,27,2018
Dajabón,0,0,maternainfantil,27,2018
Distrito Nacional,0,4,maternainfantil,27,2018
Duarte,0,0,maternainfantil,27,2018
El Seibo,0,1,maternainfantil,27,2018
Elías Piña,0,0,maternainfantil,27,2018
Espaillat,0,1,maternainfantil,27,2018
Extranjera,0,0,maternainfantil,27,2018
Hato Mayor,0,0,maternainfantil,27,2018
Hermanas Mirabal,0,0,maternainfantil,27,2018
Independencia,0,0,maternainfantil,27,2018
La Altagracia,0,1,maternainfantil,27,2018
La Romana,0,0,maternainfantil,27,2018
La Vega,0,7,maternainfantil,27,2018
María Trinidad Sánchez,0,0,maternainfantil,27,2018
Monseñor Nouel,0,0,maternainfantil,27,2018
Monte Cristi,0,1,maternainfantil,27,2018
Monte Plata,0,1,maternainfantil,27,2018
Pedernales,0,0,maternainfantil,27,2018
Peravia,1,1,maternainfantil,27,2018
Puerto Plata,0,1,maternainfantil,27,2018
Samaná,0,1,maternainfantil,27,2018
San Cristóbal,1,4,maternainfantil,27,2018
San José de Ocoa,0,0,maternainfantil,27,2018
San Juan,0,3,maternainfantil,27,2018
San Pedro de Macorís,0,1,maternainfantil,27,2018
Santiago,0,7,maternainfantil,27,2018
Santiago Rodríguez,0,0,maternainfantil,27,2018
Santo Domingo,2,15,maternainfantil,27,2018
Sánchez Ramírez,0,0,maternainfantil,27,2018
Valverde,1,0,maternainfantil,27,2018
Azua,0,2,maternainfantil,28,2018
Baoruco,0,0,maternainfantil,28,2018
Barahona,0,0,maternainfantil,28,2018
Dajabón,0,0,maternainfantil,28,2018
Distrito Nacional,0,3,maternainfantil,28,2018
Duarte,0,3,maternainfantil,28,2018
El Seibo,0,0,maternainfantil,28,2018
Elías Piña,0,0,maternainfantil,28,2018
Espaillat,0,3,maternainfantil,28,2018
Extranjera,0,0,maternainfantil,28,2018
Hato Mayor,0,0,maternainfantil,28,2018
Hermanas Mirabal,0,0,maternainfantil,28,2018
Independencia,0,0,maternainfantil,28,2018
La Altagracia,0,1,maternainfantil,28,2018
La Romana,0,3,maternainfantil,28,2018
La Vega,0,3,maternainfantil,28,2018
María Trinidad Sánchez,0,3,maternainfantil,28,2018
Monseñor Nouel,0,2,maternainfantil,28,2018
Monte Cristi,0,2,maternainfantil,28,2018
Monte Plata,0,0,maternainfantil,28,2018
Pedernales,0,0,maternainfantil,28,2018
Peravia,0,2,maternainfantil,28,2018
Puerto Plata,1,1,maternainfantil,28,2018
Samaná,0,1,maternainfantil,28,2018
San Cristóbal,0,5,maternainfantil,28,2018
San José de Ocoa,0,0,maternainfantil,28,2018
San Juan,0,1,maternainfantil,28,2018
San Pedro de Macorís,0,1,maternainfantil,28,2018
Santiago,1,7,maternainfantil,28,2018
Santiago Rodríguez,0,1,maternainfantil,28,2018
Santo Domingo,1,26,maternainfantil,28,2018
Sánchez Ramírez,0,0,maternainfantil,28,2018
Valverde,0,2,maternainfantil,28,2018
Azua,1,1,maternainfantil,29,2018
Baoruco,0,0,maternainfantil,29,2018
Barahona,0,0,maternainfantil,29,2018
Dajabón,0,1,maternainfantil,29,2018
Distrito Nacional,0,3,maternainfantil,29,2018
Duarte,0,1,maternainfantil,29,2018
El Seibo,0,1,maternainfantil,29,2018
Elías Piña,0,1,maternainfantil,29,2018
Espaillat,0,0,maternainfantil,29,2018
Extranjera,0,1,maternainfantil,29,2018
Hato Mayor,0,1,maternainfantil,29,2018
Hermanas Mirabal,0,1,maternainfantil,29,2018
Independencia,0,0,maternainfantil,29,2018
La Altagracia,0,3,maternainfantil,29,2018
La Romana,0,0,maternainfantil,29,2018
La Vega,0,2,maternainfantil,29,2018
María Trinidad Sánchez,0,0,maternainfantil,29,2018
Monseñor Nouel,0,1,maternainfantil,29,2018
Monte Cristi,0,1,maternainfantil,29,2018
Monte Plata,1,1,maternainfantil,29,2018
Pedernales,0,0,maternainfantil,29,2018
Peravia,0,1,maternainfantil,29,2018
Puerto Plata,1,0,maternainfantil,29,2018
Samaná,1,0,maternainfantil,29,2018
San Cristóbal,1,2,maternainfantil,29,2018
San José de Ocoa,0,0,maternainfantil,29,2018
San Juan,0,4,maternainfantil,29,2018
San Pedro de Macorís,0,1,maternainfantil,29,2018
Santiago,0,10,maternainfantil,29,2018
Santiago Rodríguez,0,0,maternainfantil,29,2018
Santo Domingo,0,23,maternainfantil,29,2018
Sánchez Ramírez,1,0,maternainfantil,29,2018
Valverde,0,1,maternainfantil,29,2018
Azua,0,0,maternainfantil,31,2018
Baoruco,0,1,maternainfantil,31,2018
Barahona,0,0,maternainfantil,31,2018
Dajabón,0,2,maternainfantil,31,2018
Distrito Nacional,0,4,maternainfantil,31,2018
Duarte,0,0,maternainfantil,31,2018
El Seibo,0,0,maternainfantil,31,2018
Elías Piña,0,0,maternainfantil,31,2018
Espaillat,0,0,maternainfantil,31,2018
Extranjera,0,0,maternainfantil,31,2018
Hato Mayor,0,0,maternainfantil,31,2018
Hermanas Mirabal,0,0,maternainfantil,31,2018
Independencia,0,0,maternainfantil,31,2018
La Altagracia,0,1,maternainfantil,31,2018
La Romana,0,0,maternainfantil,31,2018
La Vega,0,3,maternainfantil,31,2018
María Trinidad Sánchez,0,0,maternainfantil,31,2018
Monseñor Nouel,0,1,maternainfantil,31,2018
Monte Cristi,0,1,maternainfantil,31,2018
Monte Plata,0,0,maternainfantil,31,2018
Pedernales,0,1,maternainfantil,31,2018
Peravia,0,2,maternainfantil,31,2018
Puerto Plata,0,2,maternainfantil,31,2018
Samaná,0,3,maternainfantil,31,2018
San Cristóbal,0,4,maternainfantil,31,2018
San José de Ocoa,0,1,maternainfantil,31,2018
San Juan,0,1,maternainfantil,31,2018
San Pedro de Macorís,0,1,maternainfantil,31,2018
Santiago,1,8,maternainfantil,31,2018
Santiago Rodríguez,0,0,maternainfantil,31,2018
Santo Domingo,2,22,maternainfantil,31,2018
Sánchez Ramírez,0,2,maternainfantil,31,2018
Valverde,0,2,maternainfantil,31,2018
Azua,0,0,maternainfantil,32,2018
Baoruco,0,1,maternainfantil,32,2018
Barahona,0,0,maternainfantil,32,2018
Dajabón,0,0,maternainfantil,32,2018
Distrito Nacional,1,2,maternainfantil,32,2018
Duarte,0,0,maternainfantil,32,2018
El Seibo,0,0,maternainfantil,32,2018
Elías Piña,0,0,maternainfantil,32,2018
Espaillat,0,0,maternainfantil,32,2018
Extranjera,0,0,maternainfantil,32,2018
Hato Mayor,0,0,maternainfantil,32,2018
Hermanas Mirabal,0,0,maternainfantil,32,2018
Independencia,0,1,maternainfantil,32,2018
La Altagracia,0,0,maternainfantil,32,2018
La Romana,0,0,maternainfantil,32,2018
La Vega,0,0,maternainfantil,32,2018
María Trinidad Sánchez,0,0,maternainfantil,32,2018
Monseñor Nouel,0,0,maternainfantil,32,2018
Monte Cristi,0,0,maternainfantil,32,2018
Monte Plata,0,1,maternainfantil,32,2018
Pedernales,0,0,maternainfantil,32,2018
Peravia,0,0,maternainfantil,32,2018
Puerto Plata,0,0,maternainfantil,32,2018
Samaná,0,1,maternainfantil,32,2018
San Cristóbal,0,1,maternainfantil,32,2018
San José de Ocoa,0,0,maternainfantil,32,2018
San Juan,0,0,maternainfantil,32,2018
San Pedro de Macorís,0,0,maternainfantil,32,2018
Santiago,0,1,maternainfantil,32,2018
Santiago Rodríguez,0,0,maternainfantil,32,2018
Santo Domingo,0,18,maternainfantil,32,2018
Sánchez Ramírez,0,0,maternainfantil,32,2018
Valverde,0,1,maternainfantil,32,2018
Azua,0,0,maternainfantil,33,2018
Baoruco,0,1,maternainfantil,33,2018
Barahona,0,0,maternainfantil,33,2018
Dajabón,0,0,maternainfantil,33,2018
Distrito Nacional,0,4,maternainfantil,33,2018
Duarte,0,1,maternainfantil,33,2018
El Seibo,0,0,maternainfantil,33,2018
Elías Piña,0,0,maternainfantil,33,2018
Espaillat,0,0,maternainfantil,33,2018
Extranjera,0,0,maternainfantil,33,2018
Hato Mayor,0,0,maternainfantil,33,2018
Hermanas Mirabal,0,0,maternainfantil,33,2018
Independencia,0,2,maternainfantil,33,2018
La Altagracia,0,1,maternainfantil,33,2018
La Romana,0,1,maternainfantil,33,2018
La Vega,1,3,maternainfantil,33,2018
María Trinidad Sánchez,0,1,maternainfantil,33,2018
Monseñor Nouel,0,0,maternainfantil,33,2018
Monte Cristi,1,0,maternainfantil,33,2018
Monte Plata,0,2,maternainfantil,33,2018
Pedernales,0,0,maternainfantil,33,2018
Peravia,0,1,maternainfantil,33,2018
Puerto Plata,0,0,maternainfantil,33,2018
Samaná,0,1,maternainfantil,33,2018
San Cristóbal,0,4,maternainfantil,33,2018
San José de Ocoa,0,0,maternainfantil,33,2018
San Juan,0,2,maternainfantil,33,2018
San Pedro de Macorís,0,0,maternainfantil,33,2018
Santiago,0,9,maternainfantil,33,2018
Santiago Rodríguez,0,1,maternainfantil,33,2018
Santo Domingo,0,7,maternainfantil,33,2018
Sánchez Ramírez,0,0,maternainfantil,33,2018
Valverde,0,2,maternainfantil,33,2018
Azua,0,0,maternainfantil,34,2018
Baoruco,0,0,maternainfantil,34,2018
Barahona,0,1,maternainfantil,34,2018
Dajabón,0,0,maternainfantil,34,2018
Distrito Nacional,1,7,maternainfantil,34,2018
Duarte,0,0,maternainfantil,34,2018
El Seibo,0,0,maternainfantil,34,2018
Elías Piña,0,0,maternainfantil,34,2018
Espaillat,0,1,maternainfantil,34,2018
Extranjera,0,0,maternainfantil,34,2018
Hato Mayor,0,0,maternainfantil,34,2018
Hermanas Mirabal,0,0,maternainfantil,34,2018
Independencia,0,0,maternainfantil,34,2018
La Altagracia,0,1,maternainfantil,34,2018
La Romana,0,1,maternainfantil,34,2018
La Vega,0,5,maternainfantil,34,2018
María Trinidad Sánchez,0,0,maternainfantil,34,2018
Monseñor Nouel,0,1,maternainfantil,34,2018
Monte Cristi,0,0,maternainfantil,34,2018
Monte Plata,0,1,maternainfantil,34,2018
Pedernales,0,0,maternainfantil,34,2018
Peravia,0,0,maternainfantil,34,2018
Puerto Plata,0,1,maternainfantil,34,2018
Samaná,0,0,maternainfantil,34,2018
San Cristóbal,0,1,maternainfantil,34,2018
San José de Ocoa,1,0,maternainfantil,34,2018
San Juan,0,2,maternainfantil,34,2018
San Pedro de Macorís,0,2,maternainfantil,34,2018
Santiago,0,5,maternainfantil,34,2018
Santiago Rodríguez,0,0,maternainfantil,34,2018
Santo Domingo,2,11,maternainfantil,34,2018
Sánchez Ramírez,0,0,maternainfantil,34,2018
Valverde,0,3,maternainfantil,34,2018
Azua,0,2,maternainfantil,35,2018
Baoruco,0,0,maternainfantil,35,2018
Barahona,0,0,maternainfantil,35,2018
Dajabón,0,1,maternainfantil,35,2018
Distrito Nacional,0,4,maternainfantil,35,2018
Duarte,0,3,maternainfantil,35,2018
El Seibo,0,0,maternainfantil,35,2018
Elías Piña,0,0,maternainfantil,35,2018
Espaillat,0,1,maternainfantil,35,2018
Extranjera,0,0,maternainfantil,35,2018
Hato Mayor,0,0,maternainfantil,35,2018
Hermanas Mirabal,0,0,maternainfantil,35,2018
Independencia,0,0,maternainfantil,35,2018
La Altagracia,0,1,maternainfantil,35,2018
La Romana,0,0,maternainfantil,35,2018
La Vega,0,4,maternainfantil,35,2018
María Trinidad Sánchez,0,1,maternainfantil,35,2018
Monseñor Nouel,0,1,maternainfantil,35,2018
Monte Cristi,0,0,maternainfantil,35,2018
Monte Plata,0,0,maternainfantil,35,2018
Pedernales,1,0,maternainfantil,35,2018
Peravia,0,1,maternainfantil,35,2018
Puerto Plata,0,1,maternainfantil,35,2018
Samaná,0,0,maternainfantil,35,2018
San Cristóbal,0,3,maternainfantil,35,2018
San José de Ocoa,0,0,maternainfantil,35,2018
San Juan,1,0,maternainfantil,35,2018
San Pedro de Macorís,0,1,maternainfantil,35,2018
Santiago,0,8,maternainfantil,35,2018
Santiago Rodríguez,0,0,maternainfantil,35,2018
Santo Domingo,0,19,maternainfantil,35,2018
Sánchez Ramírez,0,0,maternainfantil,35,2018
Valverde,0,3,maternainfantil,35,2018
Azua,0,2,maternainfantil,36,2018
Baoruco,0,0,maternainfantil,36,2018
Barahona,0,0,maternainfantil,36,2018
Dajabón,0,0,maternainfantil,36,2018
Distrito Nacional,0,1,maternainfantil,36,2018
Duarte,0,2,maternainfantil,36,2018
El Seibo,0,0,maternainfantil,36,2018
Elías Piña,0,0,maternainfantil,36,2018
Espaillat,0,3,maternainfantil,36,2018
Extranjera,0,0,maternainfantil,36,2018
Hato Mayor,0,0,maternainfantil,36,2018
Hermanas Mirabal,0,0,maternainfantil,36,2018
Independencia,0,2,maternainfantil,36,2018
La Altagracia,0,3,maternainfantil,36,2018
La Romana,0,1,maternainfantil,36,2018
La Vega,0,1,maternainfantil,36,2018
María Trinidad Sánchez,0,0,maternainfantil,36,2018
Monseñor Nouel,0,0,maternainfantil,36,2018
Monte Cristi,0,3,maternainfantil,36,2018
Monte Plata,0,0,maternainfantil,36,2018
Pedernales,0,0,maternainfantil,36,2018
Peravia,0,1,maternainfantil,36,2018
Puerto Plata,0,3,maternainfantil,36,2018
Samaná,0,1,maternainfantil,36,2018
San Cristóbal,0,3,maternainfantil,36,2018
San José de Ocoa,0,0,maternainfantil,36,2018
San Juan,0,2,maternainfantil,36,2018
San Pedro de Macorís,0,3,maternainfantil,36,2018
Santiago,0,6,maternainfantil,36,2018
Santiago Rodríguez,0,0,maternainfantil,36,2018
Santo Domingo,0,19,maternainfantil,36,2018
Sánchez Ramírez,0,0,maternainfantil,36,2018
Valverde,0,1,maternainfantil,36,2018
Azua,0,0,maternainfantil,37,2018
Baoruco,0,0,maternainfantil,37,2018
Barahona,0,1,maternainfantil,37,2018
Dajabón,0,2,maternainfantil,37,2018
Distrito Nacional,1,4,maternainfantil,37,2018
Duarte,0,2,maternainfantil,37,2018
El Seibo,0,0,maternainfantil,37,2018
Elías Piña,0,0,maternainfantil,37,2018
Espaillat,0,1,maternainfantil,37,2018
Extranjera,0,0,maternainfantil,37,2018
Hato Mayor,0,0,maternainfantil,37,2018
Hermanas Mirabal,0,0,maternainfantil,37,2018
Independencia,0,0,maternainfantil,37,2018
La Altagracia,0,1,maternainfantil,37,2018
La Romana,0,1,maternainfantil,37,2018
La Vega,0,2,maternainfantil,37,2018
María Trinidad Sánchez,0,1,maternainfantil,37,2018
Monseñor Nouel,0,0,maternainfantil,37,2018
Monte Cristi,0,0,maternainfantil,37,2018
Monte Plata,0,1,maternainfantil,37,2018
Pedernales,0,0,maternainfantil,37,2018
Peravia,0,0,maternainfantil,37,2018
Puerto Plata,0,1,maternainfantil,37,2018
Samaná,0,0,maternainfantil,37,2018
San Cristóbal,1,2,maternainfantil,37,2018
San José de Ocoa,0,1,maternainfantil,37,2018
San Juan,0,2,maternainfantil,37,2018
San Pedro de Macorís,0,1,maternainfantil,37,2018
Santiago,0,13,maternainfantil,37,2018
Santiago Rodríguez,0,0,maternainfantil,37,2018
Santo Domingo,0,24,maternainfantil,37,2018
Sánchez Ramírez,0,1,maternainfantil,37,2018
Valverde,1,1,maternainfantil,37,2018
Azua,0,1,maternainfantil,38,2018
Baoruco,0,0,maternainfantil,38,2018
Barahona,0,0,maternainfantil,38,2018
Dajabón,0,0,maternainfantil,38,2018
Distrito Nacional,1,5,maternainfantil,38,2018
Duarte,0,1,maternainfantil,38,2018
El Seibo,0,0,maternainfantil,38,2018
Elías Piña,0,1,maternainfantil,38,2018
Espaillat,0,1,maternainfantil,38,2018
Extranjera,0,0,maternainfantil,38,2018
Hato Mayor,0,0,maternainfantil,38,2018
Hermanas Mirabal,0,0,maternainfantil,38,2018
Independencia,0,0,maternainfantil,38,2018
La Altagracia,0,1,maternainfantil,38,2018
La Romana,0,2,maternainfantil,38,2018
La Vega,0,3,maternainfantil,38,2018
María Trinidad Sánchez,0,0,maternainfantil,38,2018
Monseñor Nouel,0,0,maternainfantil,38,2018
Monte Cristi,0,1,maternainfantil,38,2018
Monte Plata,0,1,maternainfantil,38,2018
Pedernales,0,0,maternainfantil,38,2018
Peravia,0,0,maternainfantil,38,2018
Puerto Plata,0,3,maternainfantil,38,2018
Samaná,0,1,maternainfantil,38,2018
San Cristóbal,0,1,maternainfantil,38,2018
San José de Ocoa,0,0,maternainfantil,38,2018
San Juan,0,0,maternainfantil,38,2018
