Provincia,Muertes Maternas,Muertes Infantiles,Condicion,Numero,Year
El Seibo,0,0,maternainfantil,34,2020
Elías Piña,0,1,maternainfantil,34,2020
Espaillat,0,0,maternainfantil,34,2020
Extranjera,0,0,maternainfantil,34,2020
Hato Mayor,0,0,maternainfantil,34,2020
Hermanas Mirabal,0,1,maternainfantil,34,2020
Independencia,0,0,maternainfantil,34,2020
La Altagracia,0,0,maternainfantil,34,2020
La Romana,0,3,maternainfantil,34,2020
La Vega,0,0,maternainfantil,34,2020
María Trinidad Sánchez,0,0,maternainfantil,34,2020
Monseñor Nouel,0,0,maternainfantil,34,2020
Monte Cristi,0,0,maternainfantil,34,2020
Monte Plata,0,0,maternainfantil,34,2020
Pedernales,0,0,maternainfantil,34,2020
Peravia,0,0,maternainfantil,34,2020
Puerto Plata,0,1,maternainfantil,34,2020
Samaná,0,0,maternainfantil,34,2020
San Cristóbal,0,1,maternainfantil,34,2020
San José de Ocoa,0,0,maternainfantil,34,2020
San Juan,0,0,maternainfantil,34,2020
San Pedro de Macorís,1,4,maternainfantil,34,2020
Santiago,1,10,maternainfantil,34,2020
Santiago Rodríguez,0,0,maternainfantil,34,2020
Santo Domingo,1,10,maternainfantil,34,2020
Sánchez Ramírez,0,0,maternainfantil,34,2020
Valverde,0,2,maternainfantil,34,2020
Azua,0,1,maternainfantil,35,2020
Baoruco,0,1,maternainfantil,35,2020
Barahona,0,0,maternainfantil,35,2020
Dajabón,0,0,maternainfantil,35,2020
Distrito Nacional,0,2,maternainfantil,35,2020
Duarte,0,3,maternainfantil,35,2020
El Seibo,0,0,maternainfantil,35,2020
Elías Piña,0,0,maternainfantil,35,2020
Espaillat,0,0,maternainfantil,35,2020
Extranjera,0,0,maternainfantil,35,2020
Hato Mayor,0,0,maternainfantil,35,2020
Hermanas Mirabal,0,0,maternainfantil,35,2020
Independencia,0,1,maternainfantil,35,2020
La Altagracia,0,0,maternainfantil,35,2020
La Romana,0,0,maternainfantil,35,2020
La Vega,0,0,maternainfantil,35,2020
María Trinidad Sánchez,0,0,maternainfantil,35,2020
Monseñor Nouel,0,0,maternainfantil,35,2020
Monte Cristi,0,3,maternainfantil,35,2020
Monte Plata,1,1,maternainfantil,35,2020
Pedernales,0,0,maternainfantil,35,2020
Peravia,0,0,maternainfantil,35,2020
Puerto Plata,0,2,maternainfantil,35,2020
Samaná,0,0,maternainfantil,35,2020
San Cristóbal,0,3,maternainfantil,35,2020
San José de Ocoa,0,0,maternainfantil,35,2020
San Juan,0,1,maternainfantil,35,2020
San Pedro de Macorís,0,1,maternainfantil,35,2020
Santiago,0,5,maternainfantil,35,2020
Santiago Rodríguez,0,0,maternainfantil,35,2020
Santo Domingo,0,16,maternainfantil,35,2020
Sánchez Ramírez,0,0,maternainfantil,35,2020
Valverde,0,2,maternainfantil,35,2020
Azua,0,0,maternainfantil,36,2020
Baoruco,0,1,maternainfantil,36,2020
Barahona,0,0,maternainfantil,36,2020
Dajabón,0,0,maternainfantil,36,2020
Distrito Nacional,1,6,maternainfantil,36,2020
Duarte,0,2,maternainfantil,36,2020
El Seibo,0,0,maternainfantil,36,2020
Elías Piña,0,0,maternainfantil,36,2020
Espaillat,1,0,maternainfantil,36,2020
Extranjera,0,0,maternainfantil,36,2020
Hato Mayor,0,1,maternainfantil,36,2020
Hermanas Mirabal,0,0,maternainfantil,36,2020
Independencia,0,1,maternainfantil,36,2020
La Altagracia,1,0,maternainfantil,36,2020
La Romana,0,1,maternainfantil,36,2020
La Vega,0,0,maternainfantil,36,2020
María Trinidad Sánchez,0,0,maternainfantil,36,2020
Monseñor Nouel,0,0,maternainfantil,36,2020
Monte Cristi,0,0,maternainfantil,36,2020
Monte Plata,0,1,maternainfantil,36,2020
Pedernales,0,0,maternainfantil,36,2020
Peravia,0,0,maternainfantil,36,2020
Puerto Plata,0,2,maternainfantil,36,2020
Samaná,0,0,maternainfantil,36,2020
San Cristóbal,0,0,maternainfantil,36,2020
San José de Ocoa,0,0,maternainfantil,36,2020
San Juan,0,1,maternainfantil,36,2020
San Pedro de Macorís,0,2,maternainfantil,36,2020
Santiago,1,7,maternainfantil,36,2020
Santiago Rodríguez,0,0,maternainfantil,36,2020
Santo Domingo,0,25,maternainfantil,36,2020
Sánchez Ramírez,0,0,maternainfantil,36,2020
Valverde,0,0,maternainfantil,36,2020
Azua,0,0,maternainfantil,38,2020
Baoruco,0,0,maternainfantil,38,2020
Barahona,0,1,maternainfantil,38,2020
Dajabón,0,0,maternainfantil,38,2020
Distrito Nacional,0,3,maternainfantil,38,2020
Duarte,0,4,maternainfantil,38,2020
El Seibo,0,0,maternainfantil,38,2020
Elías Piña,0,0,maternainfantil,38,2020
Espaillat,0,1,maternainfantil,38,2020
Extranjera,0,0,maternainfantil,38,2020
Hato Mayor,0,0,maternainfantil,38,2020
Hermanas Mirabal,0,0,maternainfantil,38,2020
Independencia,0,0,maternainfantil,38,2020
La Altagracia,0,1,maternainfantil,38,2020
La Romana,0,1,maternainfantil,38,2020
La Vega,0,0,maternainfantil,38,2020
María Trinidad Sánchez,0,1,maternainfantil,38,2020
Monseñor Nouel,0,0,maternainfantil,38,2020
Monte Cristi,0,0,maternainfantil,38,2020
Monte Plata,0,3,maternainfantil,38,2020
Pedernales,0,0,maternainfantil,38,2020
Peravia,0,2,maternainfantil,38,2020
Puerto Plata,0,2,maternainfantil,38,2020
Samaná,0,0,maternainfantil,38,2020
San Cristóbal,0,0,maternainfantil,38,2020
San José de Ocoa,0,0,maternainfantil,38,2020
San Juan,1,0,maternainfantil,38,2020
San Pedro de Macorís,0,2,maternainfantil,38,2020
Santiago,0,7,maternainfantil,38,2020
Santiago Rodríguez,0,0,maternainfantil,38,2020
Santo Domingo,0,21,maternainfantil,38,2020
Sánchez Ramírez,0,0,maternainfantil,38,2020
Valverde,0,1,maternainfantil,38,2020
Azua,0,0,maternainfantil,39,2020
Baoruco,0,0,maternainfantil,39,2020
Barahona,1,1,maternainfantil,39,2020
Dajabón,0,0,maternainfantil,39,2020
Distrito Nacional,1,2,maternainfantil,39,2020
Duarte,0,1,maternainfantil,39,2020
El Seibo,0,0,maternainfantil,39,2020
Elías Piña,0,0,maternainfantil,39,2020
Espaillat,0,0,maternainfantil,39,2020
Extranjera,0,0,maternainfantil,39,2020
Hato Mayor,0,0,maternainfantil,39,2020
Hermanas Mirabal,0,0,maternainfantil,39,2020
Independencia,0,0,maternainfantil,39,2020
La Altagracia,0,0,maternainfantil,39,2020
La Romana,0,0,maternainfantil,39,2020
La Vega,1,1,maternainfantil,39,2020
María Trinidad Sánchez,0,0,maternainfantil,39,2020
Monseñor Nouel,0,0,maternainfantil,39,2020
Monte Cristi,0,1,maternainfantil,39,2020
Monte Plata,0,0,maternainfantil,39,2020
Pedernales,0,0,maternainfantil,39,2020
Peravia,0,1,maternainfantil,39,2020
Puerto Plata,0,1,maternainfantil,39,2020
Samaná,0,0,maternainfantil,39,2020
San Cristóbal,0,2,maternainfantil,39,2020
San José de Ocoa,0,0,maternainfantil,39,2020
San Juan,0,2,maternainfantil,39,2020
San Pedro de Macorís,1,1,maternainfantil,39,2020
Santiago,0,1,maternainfantil,39,2020
Santiago Rodríguez,0,0,maternainfantil,39,2020
Santo Domingo,1,20,maternainfantil,39,2020
Sánchez Ramírez,0,1,maternainfantil,39,2020
Valverde,0,1,maternainfantil,39,2020
Azua,0,1,maternainfantil,40,2020
Baoruco,0,3,maternainfantil,40,2020
Barahona,0,1,maternainfantil,40,2020
Dajabón,0,0,maternainfantil,40,2020
Distrito Nacional,1,5,maternainfantil,40,2020
Duarte,1,1,maternainfantil,40,2020
El Seibo,0,0,maternainfantil,40,2020
Elías Piña,0,1,maternainfantil,40,2020
Espaillat,0,0,maternainfantil,40,2020
Extranjera,0,1,maternainfantil,40,2020
Hato Mayor,0,0,maternainfantil,40,2020
Hermanas Mirabal,0,1,maternainfantil,40,2020
Independencia,0,0,maternainfantil,40,2020
La Altagracia,0,1,maternainfantil,40,2020
La Romana,1,2,maternainfantil,40,2020
La Vega,0,3,maternainfantil,40,2020
María Trinidad Sánchez,0,1,maternainfantil,40,2020
Monseñor Nouel,0,1,maternainfantil,40,2020
Monte Cristi,0,0,maternainfantil,40,2020
Monte Plata,0,0,maternainfantil,40,2020
Pedernales,0,1,maternainfantil,40,2020
Peravia,0,1,maternainfantil,40,2020
Puerto Plata,0,3,maternainfantil,40,2020
Samaná,1,0,maternainfantil,40,2020
San Cristóbal,0,4,maternainfantil,40,2020
San José de Ocoa,0,0,maternainfantil,40,2020
San Juan,0,0,maternainfantil,40,2020
San Pedro de Macorís,0,1,maternainfantil,40,2020
Santiago,1,4,maternainfantil,40,2020
Santiago Rodríguez,0,0,maternainfantil,40,2020
Santo Domingo,0,14,maternainfantil,40,2020
Sánchez Ramírez,0,0,maternainfantil,40,2020
Valverde,0,0,maternainfantil,40,2020
Azua,0,1,maternainfantil,41,2020
Baoruco,1,3,maternainfantil,41,2020
Barahona,0,1,maternainfantil,41,2020
Dajabón,0,0,maternainfantil,41,2020
Distrito Nacional,1,5,maternainfantil,41,2020
Duarte,0,1,maternainfantil,41,2020
El Seibo,0,0,maternainfantil,41,2020
Elías Piña,0,1,maternainfantil,41,2020
Espaillat,1,0,maternainfantil,41,2020
Extranjera,0,1,maternainfantil,41,2020
Hato Mayor,0,0,maternainfantil,41,2020
Hermanas Mirabal,0,1,maternainfantil,41,2020
Independencia,1,0,maternainfantil,41,2020
La Altagracia,1,1,maternainfantil,41,2020
La Romana,0,1,maternainfantil,41,2020
La Vega,0,2,maternainfantil,41,2020
María Trinidad Sánchez,0,1,maternainfantil,41,2020
Monseñor Nouel,0,1,maternainfantil,41,2020
Monte Cristi,0,0,maternainfantil,41,2020
Monte Plata,1,0,maternainfantil,41,2020
Pedernales,0,1,maternainfantil,41,2020
Peravia,0,1,maternainfantil,41,2020
Puerto Plata,0,3,maternainfantil,41,2020
Samaná,0,0,maternainfantil,41,2020
San Cristóbal,1,4,maternainfantil,41,2020
San José de Ocoa,0,0,maternainfantil,41,2020
San Juan,0,0,maternainfantil,41,2020
San Pedro de Macorís,0,1,maternainfantil,41,2020
Santiago,2,4,maternainfantil,41,2020
Santiago Rodríguez,0,0,maternainfantil,41,2020
Santo Domingo,3,10,maternainfantil,41,2020
Sánchez Ramírez,0,0,maternainfantil,41,2020
Valverde,0,0,maternainfantil,41,2020
Azua,0,1,maternainfantil,42,2020
Baoruco,0,1,maternainfantil,42,2020
Barahona,0,3,maternainfantil,42,2020
Dajabón,0,0,maternainfantil,42,2020
Distrito Nacional,0,1,maternainfantil,42,2020
Duarte,0,1,maternainfantil,42,2020
El Seibo,0,0,maternainfantil,42,2020
Elías Piña,0,1,maternainfantil,42,2020
Espaillat,0,0,maternainfantil,42,2020
Extranjera,0,0,maternainfantil,42,2020
Hato Mayor,0,0,maternainfantil,42,2020
Hermanas Mirabal,0,0,maternainfantil,42,2020
Independencia,0,1,maternainfantil,42,2020
La Altagracia,0,0,maternainfantil,42,2020
La Romana,0,0,maternainfantil,42,2020
La Vega,0,2,maternainfantil,42,2020
María Trinidad Sánchez,0,1,maternainfantil,42,2020
Monseñor Nouel,0,0,maternainfantil,42,2020
Monte Cristi,0,1,maternainfantil,42,2020
Monte Plata,0,1,maternainfantil,42,2020
Pedernales,0,0,maternainfantil,42,2020
Peravia,0,1,maternainfantil,42,2020
Puerto Plata,0,0,maternainfantil,42,2020
Samaná,0,0,maternainfantil,42,2020
San Cristóbal,0,5,maternainfantil,42,2020
San José de Ocoa,0,0,maternainfantil,42,2020
San Juan,0,3,maternainfantil,42,2020
San Pedro de Macorís,0,2,maternainfantil,42,2020
Santiago,0,6,maternainfantil,42,2020
Santiago Rodríguez,0,0,maternainfantil,42,2020
Santo Domingo,1,12,maternainfantil,42,2020
Sánchez Ramírez,0,2,maternainfantil,42,2020
Valverde,0,1,maternainfantil,42,2020
Azua,0,0,maternainfantil,43,2020
Baoruco,0,1,maternainfantil,43,2020
Barahona,0,1,maternainfantil,43,2020
Dajabón,0,0,maternainfantil,43,2020
Distrito Nacional,0,1,maternainfantil,43,2020
Duarte,0,0,maternainfantil,43,2020
El Seibo,0,2,maternainfantil,43,2020
Elías Piña,1,0,maternainfantil,43,2020
Espaillat,0,0,maternainfantil,43,2020
Extranjera,0,0,maternainfantil,43,2020
Hato Mayor,0,0,maternainfantil,43,2020
Hermanas Mirabal,0,0,maternainfantil,43,2020
Independencia,0,1,maternainfantil,43,2020
La Altagracia,0,0,maternainfantil,43,2020
La Romana,0,2,maternainfantil,43,2020
La Vega,0,2,maternainfantil,43,2020
María Trinidad Sánchez,0,0,maternainfantil,43,2020
Monseñor Nouel,1,1,maternainfantil,43,2020
Monte Cristi,0,0,maternainfantil,43,2020
Monte Plata,0,2,maternainfantil,43,2020
Pedernales,0,0,maternainfantil,43,2020
Peravia,0,1,maternainfantil,43,2020
Puerto Plata,0,1,maternainfantil,43,2020
Samaná,0,0,maternainfantil,43,2020
San Cristóbal,0,5,maternainfantil,43,2020
San José de Ocoa,0,0,maternainfantil,43,2020
San Juan,0,1,maternainfantil,43,2020
San Pedro de Macorís,0,3,maternainfantil,43,2020
Santiago,1,6,maternainfantil,43,2020
Santiago Rodríguez,0,0,maternainfantil,43,2020
Santo Domingo,1,24,maternainfantil,43,2020
Sánchez Ramírez,0,1,maternainfantil,43,2020
Valverde,0,1,maternainfantil,43,2020
Azua,0,0,maternainfantil,44,2020
Baoruco,0,0,maternainfantil,44,2020
Barahona,0,3,maternainfantil,44,2020
Dajabón,0,0,maternainfantil,44,2020
Distrito Nacional,0,3,maternainfantil,44,2020
Duarte,0,0,maternainfantil,44,2020
El Seibo,0,0,maternainfantil,44,2020
Elías Piña,0,0,maternainfantil,44,2020
Espaillat,0,1,maternainfantil,44,2020
Extranjera,0,0,maternainfantil,44,2020
Hato Mayor,0,0,maternainfantil,44,2020
Hermanas Mirabal,0,0,maternainfantil,44,2020
Independencia,0,0,maternainfantil,44,2020
La Altagracia,0,0,maternainfantil,44,2020
La Romana,0,1,maternainfantil,44,2020
La Vega,0,4,maternainfantil,44,2020
María Trinidad Sánchez,0,0,maternainfantil,44,2020
Monseñor Nouel,0,0,maternainfantil,44,2020
Monte Cristi,0,0,maternainfantil,44,2020
Monte Plata,0,3,maternainfantil,44,2020
Pedernales,0,0,maternainfantil,44,2020
Peravia,0,2,maternainfantil,44,2020
Puerto Plata,0,2,maternainfantil,44,2020
Samaná,0,0,maternainfantil,44,2020
San Cristóbal,0,3,maternainfantil,44,2020
San José de Ocoa,0,0,maternainfantil,44,2020
San Juan,0,0,maternainfantil,44,2020
San Pedro de Macorís,0,1,maternainfantil,44,2020
Santiago,1,3,maternainfantil,44,2020
Santiago Rodríguez,0,0,maternainfantil,44,2020
Santo Domingo,1,9,maternainfantil,44,2020
Sánchez Ramírez,0,0,maternainfantil,44,2020
Valverde,0,1,maternainfantil,44,2020
Azua,0,3,maternainfantil,45,2020
Baoruco,0,0,maternainfantil,45,2020
Barahona,0,0,maternainfantil,45,2020
Dajabón,0,0,maternainfantil,45,2020
Distrito Nacional,0,2,maternainfantil,45,2020
Duarte,1,1,maternainfantil,45,2020
El Seibo,0,1,maternainfantil,45,2020
Elías Piña,0,0,maternainfantil,45,2020
Espaillat,0,0,maternainfantil,45,2020
Extranjera,0,0,maternainfantil,45,2020
Hato Mayor,0,0,maternainfantil,45,2020
Hermanas Mirabal,0,1,maternainfantil,45,2020
Independencia,0,1,maternainfantil,45,2020
La Altagracia,0,1,maternainfantil,45,2020
La Romana,0,1,maternainfantil,45,2020
La Vega,0,3,maternainfantil,45,2020
María Trinidad Sánchez,0,0,maternainfantil,45,2020
Monseñor Nouel,0,0,maternainfantil,45,2020
Monte Cristi,0,0,maternainfantil,45,2020
Monte Plata,0,2,maternainfantil,45,2020
Pedernales,0,0,maternainfantil,45,2020
Peravia,0,1,maternainfantil,45,2020
Puerto Plata,0,1,maternainfantil,45,2020
Samaná,0,0,maternainfantil,45,2020
San Cristóbal,0,2,maternainfantil,45,2020
San José de Ocoa,0,1,maternainfantil,45,2020
San Juan,0,1,maternainfantil,45,2020
San Pedro de Macorís,0,3,maternainfantil,45,2020
Santiago,3,6,maternainfantil,45,2020
Santiago Rodríguez,0,1,maternainfantil,45,2020
Santo Domingo,1,15,maternainfantil,45,2020
Sánchez Ramírez,0,1,maternainfantil,45,2020
Valverde,0,2,maternainfantil,45,2020
Azua,0,1,maternainfantil,46,2020
Baoruco,0,0,maternainfantil,46,2020
Barahona,0,0,maternainfantil,46,2020
Dajabón,0,0,maternainfantil,46,2020
Distrito Nacional,0,7,maternainfantil,46,2020
Duarte,0,0,maternainfantil,46,2020
El Seibo,0,0,maternainfantil,46,2020
Elías Piña,0,1,maternainfantil,46,2020
Espaillat,1,0,maternainfantil,46,2020
Extranjera,0,0,maternainfantil,46,2020
Hato Mayor,0,0,maternainfantil,46,2020
Hermanas Mirabal,0,0,maternainfantil,46,2020
Independencia,0,0,maternainfantil,46,2020
La Altagracia,1,0,maternainfantil,46,2020
La Romana,0,1,maternainfantil,46,2020
La Vega,0,2,maternainfantil,46,2020
María Trinidad Sánchez,0,1,maternainfantil,46,2020
Monseñor Nouel,0,1,maternainfantil,46,2020
Monte Cristi,0,0,maternainfantil,46,2020
Monte Plata,1,1,maternainfantil,46,2020
Pedernales,0,0,maternainfantil,46,2020
Peravia,0,0,maternainfantil,46,2020
Puerto Plata,0,1,maternainfantil,46,2020
Samaná,0,0,maternainfantil,46,2020
San Cristóbal,0,1,maternainfantil,46,2020
San José de Ocoa,0,0,maternainfantil,46,2020
San Juan,0,0,maternainfantil,46,2020
San Pedro de Macorís,0,3,maternainfantil,46,2020
Santiago,2,4,maternainfantil,46,2020
Santiago Rodríguez,0,0,maternainfantil,46,2020
Santo Domingo,1,12,maternainfantil,46,2020
Sánchez Ramírez,0,1,maternainfantil,46,2020
Valverde,0,1,maternainfantil,46,2020
Azua,0,0,maternainfantil,47,2020
Baoruco,0,0,maternainfantil,47,2020
Barahona,0,1,maternainfantil,47,2020
Dajabón,0,0,maternainfantil,47,2020
Distrito Nacional,0,5,maternainfantil,47,2020
Duarte,0,0,maternainfantil,47,2020
El Seibo,0,0,maternainfantil,47,2020
Elías Piña,0,1,maternainfantil,47,2020
Espaillat,0,0,maternainfantil,47,2020
Extranjera,0,0,maternainfantil,47,2020
Hato Mayor,1,0,maternainfantil,47,2020
Hermanas Mirabal,0,0,maternainfantil,47,2020
Independencia,0,0,maternainfantil,47,2020
La Altagracia,2,1,maternainfantil,47,2020
La Romana,0,1,maternainfantil,47,2020
La Vega,0,1,maternainfantil,47,2020
María Trinidad Sánchez,0,0,maternainfantil,47,2020
Monseñor Nouel,0,1,maternainfantil,47,2020
Monte Cristi,0,1,maternainfantil,47,2020
Monte Plata,0,1,maternainfantil,47,2020
Pedernales,0,0,maternainfantil,47,2020
Peravia,0,1,maternainfantil,47,2020
Puerto Plata,0,0,maternainfantil,47,2020
Samaná,0,0,maternainfantil,47,2020
San Cristóbal,0,1,maternainfantil,47,2020
San José de Ocoa,0,0,maternainfantil,47,2020
San Juan,0,0,maternainfantil,47,2020
San Pedro de Macorís,0,1,maternainfantil,47,2020
Santiago,0,1,maternainfantil,47,2020
Santiago Rodríguez,0,0,maternainfantil,47,2020
Santo Domingo,1,12,maternainfantil,47,2020
Sánchez Ramírez,0,0,maternainfantil,47,2020
Valverde,0,0,maternainfantil,47,2020
Azua,1,0,maternainfantil,48,2020
Baoruco,0,1,maternainfantil,48,2020
Barahona,0,4,maternainfantil,48,2020
Dajabón,1,1,maternainfantil,48,2020
Distrito Nacional,0,7,maternainfantil,48,2020
Duarte,0,1,maternainfantil,48,2020
El Seibo,0,0,maternainfantil,48,2020
Elías Piña,0,0,maternainfantil,48,2020
Espaillat,0,1,maternainfantil,48,2020
Extranjera,0,2,maternainfantil,48,2020
Hato Mayor,0,2,maternainfantil,48,2020
Hermanas Mirabal,0,0,maternainfantil,48,2020
Independencia,0,0,maternainfantil,48,2020
La Altagracia,0,0,maternainfantil,48,2020
La Romana,0,1,maternainfantil,48,2020
La Vega,1,1,maternainfantil,48,2020
María Trinidad Sánchez,0,0,maternainfantil,48,2020
Monseñor Nouel,0,0,maternainfantil,48,2020
Monte Cristi,0,0,maternainfantil,48,2020
Monte Plata,0,2,maternainfantil,48,2020
Pedernales,0,1,maternainfantil,48,2020
Peravia,0,0,maternainfantil,48,2020
Puerto Plata,0,0,maternainfantil,48,2020
Samaná,0,1,maternainfantil,48,2020
San Cristóbal,0,3,maternainfantil,48,2020
San José de Ocoa,1,0,maternainfantil,48,2020
San Juan,1,3,maternainfantil,48,2020
San Pedro de Macorís,0,0,maternainfantil,48,2020
Santiago,0,9,maternainfantil,48,2020
Santiago Rodríguez,0,2,maternainfantil,48,2020
Santo Domingo,0,11,maternainfantil,48,2020
Sánchez Ramírez,0,0,maternainfantil,48,2020
Valverde,0,1,maternainfantil,48,2020
Azua,0,0,maternainfantil,49,2020
Baoruco,0,0,maternainfantil,49,2020
Barahona,1,0,maternainfantil,49,2020
Dajabón,0,0,maternainfantil,49,2020
Distrito Nacional,0,3,maternainfantil,49,2020
Duarte,0,0,maternainfantil,49,2020
El Seibo,0,0,maternainfantil,49,2020
Elías Piña,0,0,maternainfantil,49,2020
Espaillat,0,2,maternainfantil,49,2020
Extranjera,0,0,maternainfantil,49,2020
Hato Mayor,0,0,maternainfantil,49,2020
Hermanas Mirabal,0,1,maternainfantil,49,2020
Independencia,0,0,maternainfantil,49,2020
La Altagracia,0,0,maternainfantil,49,2020
La Romana,0,3,maternainfantil,49,2020
La Vega,0,1,maternainfantil,49,2020
María Trinidad Sánchez,0,0,maternainfantil,49,2020
Monseñor Nouel,0,0,maternainfantil,49,2020
Monte Cristi,2,0,maternainfantil,49,2020
Monte Plata,0,0,maternainfantil,49,2020
Pedernales,0,0,maternainfantil,49,2020
Peravia,0,0,maternainfantil,49,2020
Puerto Plata,0,4,maternainfantil,49,2020
Samaná,0,0,maternainfantil,49,2020
San Cristóbal,0,2,maternainfantil,49,2020
San José de Ocoa,0,0,maternainfantil,49,2020
San Juan,0,0,maternainfantil,49,2020
San Pedro de Macorís,0,2,maternainfantil,49,2020
Santiago,0,4,maternainfantil,49,2020
Santiago Rodríguez,0,1,maternainfantil,49,2020
Santo Domingo,3,9,maternainfantil,49,2020
Sánchez Ramírez,0,2,maternainfantil,49,2020
Valverde,0,1,maternainfantil,49,2020
Azua,0,1,maternainfantil,50,2020
Baoruco,0,0,maternainfantil,50,2020
Barahona,0,1,maternainfantil,50,2020
Dajabón,0,0,maternainfantil,50,2020
Distrito Nacional,0,2,maternainfantil,50,2020
Duarte,0,2,maternainfantil,50,2020
El Seibo,0,0,maternainfantil,50,2020
Elías Piña,0,0,maternainfantil,50,2020
Espaillat,0,0,maternainfantil,50,2020
Extranjera,0,1,maternainfantil,50,2020
Hato Mayor,0,0,maternainfantil,50,2020
Hermanas Mirabal,0,0,maternainfantil,50,2020
Independencia,0,0,maternainfantil,50,2020
La Altagracia,0,0,maternainfantil,50,2020
La Romana,0,0,maternainfantil,50,2020
La Vega,0,0,maternainfantil,50,2020
María Trinidad Sánchez,0,0,maternainfantil,50,2020
Monseñor Nouel,0,1,maternainfantil,50,2020
Monte Cristi,0,0,maternainfantil,50,2020
Monte Plata,0,0,maternainfantil,50,2020
Pedernales,0,0,maternainfantil,50,2020
Peravia,0,0,maternainfantil,50,2020
Puerto Plata,0,2,maternainfantil,50,2020
Samaná,0,0,maternainfantil,50,2020
San Cristóbal,0,0,maternainfantil,50,2020
San José de Ocoa,0,0,maternainfantil,50,2020
San Juan,0,1,maternainfantil,50,2020
San Pedro de Macorís,0,2,maternainfantil,50,2020
Santiago,0,3,maternainfantil,50,2020
Santiago Rodríguez,0,0,maternainfantil,50,2020
Santo Domingo,1,19,maternainfantil,50,2020
Sánchez Ramírez,0,0,maternainfantil,50,2020
Valverde,0,0,maternainfantil,50,2020
Azua,0,0,maternainfantil,51,2020
Baoruco,0,1,maternainfantil,51,2020
Barahona,0,2,maternainfantil,51,2020
Dajabón,0,0,maternainfantil,51,2020
Distrito Nacional,0,2,maternainfantil,51,2020
Duarte,0,1,maternainfantil,51,2020
El Seibo,0,0,maternainfantil,51,2020
Elías Piña,0,0,maternainfantil,51,2020
Espaillat,0,0,maternainfantil,51,2020
Extranjera,0,1,maternainfantil,51,2020
Hato Mayor,0,0,maternainfantil,51,2020
Hermanas Mirabal,0,0,maternainfantil,51,2020
Independencia,0,1,maternainfantil,51,2020
La Altagracia,0,0,maternainfantil,51,2020
La Romana,0,0,maternainfantil,51,2020
La Vega,0,3,maternainfantil,51,2020
María Trinidad Sánchez,0,0,maternainfantil,51,2020
Monseñor Nouel,0,0,maternainfantil,51,2020
Monte Cristi,0,0,maternainfantil,51,2020
Monte Plata,0,1,maternainfantil,51,2020
Pedernales,0,0,maternainfantil,51,2020
Peravia,0,3,maternainfantil,51,2020
Puerto Plata,0,2,maternainfantil,51,2020
Samaná,0,0,maternainfantil,51,2020
San Cristóbal,0,3,maternainfantil,51,2020
San José de Ocoa,0,1,maternainfantil,51,2020
San Juan,0,1,maternainfantil,51,2020
San Pedro de Macorís,1,2,maternainfantil,51,2020
Santiago,0,5,maternainfantil,51,2020
Santiago Rodríguez,0,0,maternainfantil,51,2020
Santo Domingo,0,16,maternainfantil,51,2020
Sánchez Ramírez,0,1,maternainfantil,51,2020
Valverde,0,1,maternainfantil,51,2020
Azua,0,0,maternainfantil,52,2020
Baoruco,0,0,maternainfantil,52,2020
Barahona,0,0,maternainfantil,52,2020
Dajabón,0,0,maternainfantil,52,2020
Distrito Nacional,0,0,maternainfantil,52,2020
Duarte,0,2,maternainfantil,52,2020
El Seibo,0,0,maternainfantil,52,2020
Elías Piña,2,0,maternainfantil,52,2020
Espaillat,0,2,maternainfantil,52,2020
Extranjera,0,0,maternainfantil,52,2020
Hato Mayor,0,0,maternainfantil,52,2020
Hermanas Mirabal,0,1,maternainfantil,52,2020
Independencia,0,0,maternainfantil,52,2020
La Altagracia,0,0,maternainfantil,52,2020
La Romana,0,0,maternainfantil,52,2020
La Vega,0,1,maternainfantil,52,2020
María Trinidad Sánchez,0,0,maternainfantil,52,2020
Monseñor Nouel,0,0,maternainfantil,52,2020
Monte Cristi,0,0,maternainfantil,52,2020
Monte Plata,0,1,maternainfantil,52,2020
Pedernales,0,0,maternainfantil,52,2020
Peravia,0,0,maternainfantil,52,2020
Puerto Plata,0,1,maternainfantil,52,2020
Samaná,0,0,maternainfantil,52,2020
San Cristóbal,0,4,maternainfantil,52,2020
San José de Ocoa,0,0,maternainfantil,52,2020
San Juan,0,0,maternainfantil,52,2020
San Pedro de Macorís,0,3,maternainfantil,52,2020
Santiago,0,3,maternainfantil,52,2020
Santiago Rodríguez,0,0,maternainfantil,52,2020
Santo Domingo,2,17,maternainfantil,52,2020
Sánchez Ramírez,0,1,maternainfantil,52,2020
Valverde,0,0,maternainfantil,52,2020
Azua,0,0,maternainfantil,53,2020
Baoruco,0,0,maternainfantil,53,2020
Barahona,1,1,maternainfantil,53,2020
Dajabón,0,0,maternainfantil,53,2020
Distrito Nacional,0,0,maternainfantil,53,2020
Duarte,0,0,maternainfantil,53,2020
El Seibo,0,0,maternainfantil,53,2020
Elías Piña,0,0,maternainfantil,53,2020
Espaillat,0,0,maternainfantil,53,2020
Extranjera,0,0,maternainfantil,53,2020
Hato Mayor,0,0,maternainfantil,53,2020
Hermanas Mirabal,0,0,maternainfantil,53,2020
Independencia,0,1,maternainfantil,53,2020
La Altagracia,0,0,maternainfantil,53,2020
La Romana,0,0,maternainfantil,53,2020
La Vega,0,0,maternainfantil,53,2020
